// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 3 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet  restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true in C:\git\ForEachBenchmark\bin\Release\net8.0\d1b90193-774b-4c0a-8201-c1720ca17a45
// command took 5.22 sec and exited with 0
// start dotnet  build -c Release --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true in C:\git\ForEachBenchmark\bin\Release\net8.0\d1b90193-774b-4c0a-8201-c1720ca17a45
// command took 23.17 sec and exited with 1
// start dotnet  build -c Release --no-restore --no-dependencies /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true in C:\git\ForEachBenchmark\bin\Release\net8.0\d1b90193-774b-4c0a-8201-c1720ca17a45
// command took 7.59 sec and exited with 0
// ***** Done, took 00:00:36 (36.21 sec)   *****
// Found 3 benchmarks:
//   BenchmarkExec.ExecuteForEach: DefaultJob
//   BenchmarkExec.ExecuteForEachAsyncExtension: DefaultJob
//   BenchmarkExec.ExecuteParallelForeach: DefaultJob

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
WorkloadActual  15: 4096 op, 264515500.00 ns, 64.5790 us/op
WorkloadActual  16: 4096 op, 323120100.00 ns, 78.8867 us/op
WorkloadActual  17: 4096 op, 296733800.00 ns, 72.4448 us/op
WorkloadActual  18: 4096 op, 290120200.00 ns, 70.8301 us/op
WorkloadActual  19: 4096 op, 294200500.00 ns, 71.8263 us/op
WorkloadActual  20: 4096 op, 290179600.00 ns, 70.8446 us/op
WorkloadActual  21: 4096 op, 286002500.00 ns, 69.8248 us/op
WorkloadActual  22: 4096 op, 275523700.00 ns, 67.2665 us/op
WorkloadActual  23: 4096 op, 284700500.00 ns, 69.5070 us/op
WorkloadActual  24: 4096 op, 288729600.00 ns, 70.4906 us/op
WorkloadActual  25: 4096 op, 274549600.00 ns, 67.0287 us/op
WorkloadActual  26: 4096 op, 263936000.00 ns, 64.4375 us/op
WorkloadActual  27: 4096 op, 288931600.00 ns, 70.5399 us/op
WorkloadActual  28: 4096 op, 270680800.00 ns, 66.0842 us/op
WorkloadActual  29: 4096 op, 279920200.00 ns, 68.3399 us/op
WorkloadActual  30: 4096 op, 282596800.00 ns, 68.9934 us/op
WorkloadActual  31: 4096 op, 283542000.00 ns, 69.2241 us/op
WorkloadActual  32: 4096 op, 279920400.00 ns, 68.3399 us/op
WorkloadActual  33: 4096 op, 282315500.00 ns, 68.9247 us/op
WorkloadActual  34: 4096 op, 287135900.00 ns, 70.1015 us/op
WorkloadActual  35: 4096 op, 279656300.00 ns, 68.2755 us/op
WorkloadActual  36: 4096 op, 267595600.00 ns, 65.3310 us/op
WorkloadActual  37: 4096 op, 305393000.00 ns, 74.5588 us/op
WorkloadActual  38: 4096 op, 270262200.00 ns, 65.9820 us/op
WorkloadActual  39: 4096 op, 284909600.00 ns, 69.5580 us/op
WorkloadActual  40: 4096 op, 255664700.00 ns, 62.4181 us/op
WorkloadActual  41: 4096 op, 303810400.00 ns, 74.1725 us/op
WorkloadActual  42: 4096 op, 254116500.00 ns, 62.0402 us/op
WorkloadActual  43: 4096 op, 272109900.00 ns, 66.4331 us/op
WorkloadActual  44: 4096 op, 285024200.00 ns, 69.5860 us/op
WorkloadActual  45: 4096 op, 290600400.00 ns, 70.9474 us/op
WorkloadActual  46: 4096 op, 274290800.00 ns, 66.9655 us/op
WorkloadActual  47: 4096 op, 267821200.00 ns, 65.3860 us/op
WorkloadActual  48: 4096 op, 278148400.00 ns, 67.9073 us/op
WorkloadActual  49: 4096 op, 273152800.00 ns, 66.6877 us/op
WorkloadActual  50: 4096 op, 271563800.00 ns, 66.2998 us/op
WorkloadActual  51: 4096 op, 284615700.00 ns, 69.4863 us/op
WorkloadActual  52: 4096 op, 294932500.00 ns, 72.0050 us/op
WorkloadActual  53: 4096 op, 280524000.00 ns, 68.4873 us/op
WorkloadActual  54: 4096 op, 285944700.00 ns, 69.8107 us/op
WorkloadActual  55: 4096 op, 280486300.00 ns, 68.4781 us/op
WorkloadActual  56: 4096 op, 270100400.00 ns, 65.9425 us/op
WorkloadActual  57: 4096 op, 274575900.00 ns, 67.0351 us/op
WorkloadActual  58: 4096 op, 299942900.00 ns, 73.2282 us/op
WorkloadActual  59: 4096 op, 306321300.00 ns, 74.7855 us/op
WorkloadActual  60: 4096 op, 280019700.00 ns, 68.3642 us/op
WorkloadActual  61: 4096 op, 287678200.00 ns, 70.2339 us/op
WorkloadActual  62: 4096 op, 284471900.00 ns, 69.4511 us/op
WorkloadActual  63: 4096 op, 303777500.00 ns, 74.1644 us/op
WorkloadActual  64: 4096 op, 276936700.00 ns, 67.6115 us/op
WorkloadActual  65: 4096 op, 262186800.00 ns, 64.0104 us/op
WorkloadActual  66: 4096 op, 266903000.00 ns, 65.1619 us/op
WorkloadActual  67: 4096 op, 279531000.00 ns, 68.2449 us/op
WorkloadActual  68: 4096 op, 263156200.00 ns, 64.2471 us/op
WorkloadActual  69: 4096 op, 271971300.00 ns, 66.3992 us/op
WorkloadActual  70: 4096 op, 264454600.00 ns, 64.5641 us/op

// AfterActualRun
WorkloadResult   1: 4096 op, 248246650.00 ns, 60.6071 us/op
WorkloadResult   2: 4096 op, 275510250.00 ns, 67.2632 us/op
WorkloadResult   3: 4096 op, 272320450.00 ns, 66.4845 us/op
WorkloadResult   4: 4096 op, 278864950.00 ns, 68.0823 us/op
WorkloadResult   5: 4096 op, 256472650.00 ns, 62.6154 us/op
WorkloadResult   6: 4096 op, 269496950.00 ns, 65.7952 us/op
WorkloadResult   7: 4096 op, 272833650.00 ns, 66.6098 us/op
WorkloadResult   8: 4096 op, 265579650.00 ns, 64.8388 us/op
WorkloadResult   9: 4096 op, 284610950.00 ns, 69.4851 us/op
WorkloadResult  10: 4096 op, 305364850.00 ns, 74.5520 us/op
WorkloadResult  11: 4096 op, 291267050.00 ns, 71.1101 us/op
WorkloadResult  12: 4096 op, 285214750.00 ns, 69.6325 us/op
WorkloadResult  13: 4096 op, 264492150.00 ns, 64.5733 us/op
WorkloadResult  14: 4096 op, 296710450.00 ns, 72.4391 us/op
WorkloadResult  15: 4096 op, 290096850.00 ns, 70.8244 us/op
WorkloadResult  16: 4096 op, 294177150.00 ns, 71.8206 us/op
WorkloadResult  17: 4096 op, 290156250.00 ns, 70.8389 us/op
WorkloadResult  18: 4096 op, 285979150.00 ns, 69.8191 us/op
WorkloadResult  19: 4096 op, 275500350.00 ns, 67.2608 us/op
WorkloadResult  20: 4096 op, 284677150.00 ns, 69.5013 us/op
WorkloadResult  21: 4096 op, 288706250.00 ns, 70.4849 us/op
WorkloadResult  22: 4096 op, 274526250.00 ns, 67.0230 us/op
WorkloadResult  23: 4096 op, 263912650.00 ns, 64.4318 us/op
WorkloadResult  24: 4096 op, 288908250.00 ns, 70.5342 us/op
WorkloadResult  25: 4096 op, 270657450.00 ns, 66.0785 us/op
WorkloadResult  26: 4096 op, 279896850.00 ns, 68.3342 us/op
WorkloadResult  27: 4096 op, 282573450.00 ns, 68.9877 us/op
WorkloadResult  28: 4096 op, 283518650.00 ns, 69.2184 us/op
WorkloadResult  29: 4096 op, 279897050.00 ns, 68.3342 us/op
WorkloadResult  30: 4096 op, 282292150.00 ns, 68.9190 us/op
WorkloadResult  31: 4096 op, 287112550.00 ns, 70.0958 us/op
WorkloadResult  32: 4096 op, 279632950.00 ns, 68.2698 us/op
WorkloadResult  33: 4096 op, 267572250.00 ns, 65.3253 us/op
WorkloadResult  34: 4096 op, 305369650.00 ns, 74.5531 us/op
WorkloadResult  35: 4096 op, 270238850.00 ns, 65.9763 us/op
WorkloadResult  36: 4096 op, 284886250.00 ns, 69.5523 us/op
WorkloadResult  37: 4096 op, 255641350.00 ns, 62.4124 us/op
WorkloadResult  38: 4096 op, 303787050.00 ns, 74.1668 us/op
WorkloadResult  39: 4096 op, 254093150.00 ns, 62.0345 us/op
WorkloadResult  40: 4096 op, 272086550.00 ns, 66.4274 us/op
WorkloadResult  41: 4096 op, 285000850.00 ns, 69.5803 us/op
WorkloadResult  42: 4096 op, 290577050.00 ns, 70.9417 us/op
WorkloadResult  43: 4096 op, 274267450.00 ns, 66.9598 us/op
WorkloadResult  44: 4096 op, 267797850.00 ns, 65.3803 us/op
WorkloadResult  45: 4096 op, 278125050.00 ns, 67.9016 us/op
WorkloadResult  46: 4096 op, 273129450.00 ns, 66.6820 us/op
WorkloadResult  47: 4096 op, 271540450.00 ns, 66.2941 us/op
WorkloadResult  48: 4096 op, 284592350.00 ns, 69.4806 us/op
WorkloadResult  49: 4096 op, 294909150.00 ns, 71.9993 us/op
WorkloadResult  50: 4096 op, 280500650.00 ns, 68.4816 us/op
WorkloadResult  51: 4096 op, 285921350.00 ns, 69.8050 us/op
WorkloadResult  52: 4096 op, 280462950.00 ns, 68.4724 us/op
WorkloadResult  53: 4096 op, 270077050.00 ns, 65.9368 us/op
WorkloadResult  54: 4096 op, 274552550.00 ns, 67.0294 us/op
WorkloadResult  55: 4096 op, 299919550.00 ns, 73.2225 us/op
WorkloadResult  56: 4096 op, 306297950.00 ns, 74.7798 us/op
WorkloadResult  57: 4096 op, 279996350.00 ns, 68.3585 us/op
WorkloadResult  58: 4096 op, 287654850.00 ns, 70.2282 us/op
WorkloadResult  59: 4096 op, 284448550.00 ns, 69.4454 us/op
WorkloadResult  60: 4096 op, 303754150.00 ns, 74.1587 us/op
WorkloadResult  61: 4096 op, 276913350.00 ns, 67.6058 us/op
WorkloadResult  62: 4096 op, 262163450.00 ns, 64.0047 us/op
WorkloadResult  63: 4096 op, 266879650.00 ns, 65.1562 us/op
WorkloadResult  64: 4096 op, 279507650.00 ns, 68.2392 us/op
WorkloadResult  65: 4096 op, 263132850.00 ns, 64.2414 us/op
WorkloadResult  66: 4096 op, 271947950.00 ns, 66.3935 us/op
WorkloadResult  67: 4096 op, 264431250.00 ns, 64.5584 us/op
// GC:  0 0 0 6144 4096
// Threading:  0 0 4096

// AfterAll
// Benchmark Process 33064 has exited with code 0.

Mean = 68.219 μs, StdErr = 0.383 μs (0.56%), N = 67, StdDev = 3.137 μs
Min = 60.607 μs, Q1 = 66.186 μs, Median = 68.334 μs, Q3 = 69.957 μs, Max = 74.780 μs
IQR = 3.771 μs, LowerFence = 60.529 μs, UpperFence = 75.614 μs
ConfidenceInterval = [66.899 μs; 69.539 μs] (CI 99.9%), Margin = 1.320 μs (1.94% of Mean)
Skewness = 0.06, Kurtosis = 2.74, MValue = 2

// ** Remained 2 (66,7%) benchmark(s) to run. Estimated finish 2024-02-09 14:55 (0h 0m from now) **
Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
// **************************
// Benchmark: BenchmarkExec.ExecuteForEachAsyncExtension: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet d1b90193-774b-4c0a-8201-c1720ca17a45.dll --anonymousPipes 516 520 --benchmarkName ForEachBenchmark.BenchmarkExec.ExecuteForEachAsyncExtension --job Default --benchmarkId 1 in C:\git\ForEachBenchmark\bin\Release\net8.0\d1b90193-774b-4c0a-8201-c1720ca17a45\bin\Release\net8.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.13.12
// Runtime=.NET 8.0.1 (8.0.123.58001), X64 RyuJIT AVX2
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX2,AES,BMI1,BMI2,FMA,LZCNT,PCLMUL,POPCNT VectorSize=256
// Job: DefaultJob

OverheadJitting  1: 1 op, 325100.00 ns, 325.1000 us/op
WorkloadJitting  1: 1 op, 24031100.00 ns, 24.0311 ms/op

OverheadJitting  2: 16 op, 561200.00 ns, 35.0750 us/op
WorkloadJitting  2: 16 op, 231497800.00 ns, 14.4686 ms/op

WorkloadPilot    1: 16 op, 244818300.00 ns, 15.3011 ms/op
WorkloadPilot    2: 32 op, 528884900.00 ns, 16.5277 ms/op

OverheadWarmup   1: 32 op, 5200.00 ns, 162.5000 ns/op
OverheadWarmup   2: 32 op, 2400.00 ns, 75.0000 ns/op
OverheadWarmup   3: 32 op, 1500.00 ns, 46.8750 ns/op
OverheadWarmup   4: 32 op, 1200.00 ns, 37.5000 ns/op
OverheadWarmup   5: 32 op, 1300.00 ns, 40.6250 ns/op
OverheadWarmup   6: 32 op, 1400.00 ns, 43.7500 ns/op
OverheadWarmup   7: 32 op, 1600.00 ns, 50.0000 ns/op
OverheadWarmup   8: 32 op, 1900.00 ns, 59.3750 ns/op
OverheadWarmup   9: 32 op, 2300.00 ns, 71.8750 ns/op
OverheadWarmup  10: 32 op, 1300.00 ns, 40.6250 ns/op

OverheadActual   1: 32 op, 1700.00 ns, 53.1250 ns/op
OverheadActual   2: 32 op, 1200.00 ns, 37.5000 ns/op
OverheadActual   3: 32 op, 3300.00 ns, 103.1250 ns/op
OverheadActual   4: 32 op, 1800.00 ns, 56.2500 ns/op
OverheadActual   5: 32 op, 2000.00 ns, 62.5000 ns/op
OverheadActual   6: 32 op, 1200.00 ns, 37.5000 ns/op
OverheadActual   7: 32 op, 1500.00 ns, 46.8750 ns/op
OverheadActual   8: 32 op, 1100.00 ns, 34.3750 ns/op
OverheadActual   9: 32 op, 2900.00 ns, 90.6250 ns/op
OverheadActual  10: 32 op, 1500.00 ns, 46.8750 ns/op
OverheadActual  11: 32 op, 1200.00 ns, 37.5000 ns/op
OverheadActual  12: 32 op, 1400.00 ns, 43.7500 ns/op
OverheadActual  13: 32 op, 2300.00 ns, 71.8750 ns/op
OverheadActual  14: 32 op, 1200.00 ns, 37.5000 ns/op
OverheadActual  15: 32 op, 1500.00 ns, 46.8750 ns/op
OverheadActual  16: 32 op, 1200.00 ns, 37.5000 ns/op
OverheadActual  17: 32 op, 3100.00 ns, 96.8750 ns/op
OverheadActual  18: 32 op, 7800.00 ns, 243.7500 ns/op
OverheadActual  19: 32 op, 2700.00 ns, 84.3750 ns/op
OverheadActual  20: 32 op, 10000.00 ns, 312.5000 ns/op

WorkloadWarmup   1: 32 op, 522431100.00 ns, 16.3260 ms/op
WorkloadWarmup   2: 32 op, 442165100.00 ns, 13.8177 ms/op
WorkloadWarmup   3: 32 op, 414076000.00 ns, 12.9399 ms/op
WorkloadWarmup   4: 32 op, 423305900.00 ns, 13.2283 ms/op
WorkloadWarmup   5: 32 op, 404563900.00 ns, 12.6426 ms/op
WorkloadWarmup   6: 32 op, 435023800.00 ns, 13.5945 ms/op
WorkloadWarmup   7: 32 op, 379174400.00 ns, 11.8492 ms/op

// BeforeActualRun
WorkloadActual   1: 32 op, 414401500.00 ns, 12.9500 ms/op
WorkloadActual   2: 32 op, 381887700.00 ns, 11.9340 ms/op
WorkloadActual   3: 32 op, 410287800.00 ns, 12.8215 ms/op
WorkloadActual   4: 32 op, 383290100.00 ns, 11.9778 ms/op
WorkloadActual   5: 32 op, 424043800.00 ns, 13.2514 ms/op
WorkloadActual   6: 32 op, 374222700.00 ns, 11.6945 ms/op
WorkloadActual   7: 32 op, 369446800.00 ns, 11.5452 ms/op
WorkloadActual   8: 32 op, 360612300.00 ns, 11.2691 ms/op
WorkloadActual   9: 32 op, 407282800.00 ns, 12.7276 ms/op
WorkloadActual  10: 32 op, 386585900.00 ns, 12.0808 ms/op
WorkloadActual  11: 32 op, 375767400.00 ns, 11.7427 ms/op
WorkloadActual  12: 32 op, 411752700.00 ns, 12.8673 ms/op
WorkloadActual  13: 32 op, 383894000.00 ns, 11.9967 ms/op
WorkloadActual  14: 32 op, 381941300.00 ns, 11.9357 ms/op
WorkloadActual  15: 32 op, 394146900.00 ns, 12.3171 ms/op
WorkloadActual  16: 32 op, 366464500.00 ns, 11.4520 ms/op
WorkloadActual  17: 32 op, 408291900.00 ns, 12.7591 ms/op
WorkloadActual  18: 32 op, 407881900.00 ns, 12.7463 ms/op
WorkloadActual  19: 32 op, 419415100.00 ns, 13.1067 ms/op
WorkloadActual  20: 32 op, 415300700.00 ns, 12.9781 ms/op
WorkloadActual  21: 32 op, 440394900.00 ns, 13.7623 ms/op
WorkloadActual  22: 32 op, 408060900.00 ns, 12.7519 ms/op
WorkloadActual  23: 32 op, 465759100.00 ns, 14.5550 ms/op
WorkloadActual  24: 32 op, 434245600.00 ns, 13.5702 ms/op
WorkloadActual  25: 32 op, 401053300.00 ns, 12.5329 ms/op
WorkloadActual  26: 32 op, 397958600.00 ns, 12.4362 ms/op
WorkloadActual  27: 32 op, 454845100.00 ns, 14.2139 ms/op
WorkloadActual  28: 32 op, 444837000.00 ns, 13.9012 ms/op
WorkloadActual  29: 32 op, 416495600.00 ns, 13.0155 ms/op
WorkloadActual  30: 32 op, 383042300.00 ns, 11.9701 ms/op
WorkloadActual  31: 32 op, 421920000.00 ns, 13.1850 ms/op
WorkloadActual  32: 32 op, 403992800.00 ns, 12.6248 ms/op
WorkloadActual  33: 32 op, 406615000.00 ns, 12.7067 ms/op
WorkloadActual  34: 32 op, 425821900.00 ns, 13.3069 ms/op
WorkloadActual  35: 32 op, 402351600.00 ns, 12.5735 ms/op
WorkloadActual  36: 32 op, 403020600.00 ns, 12.5944 ms/op
WorkloadActual  37: 32 op, 384340400.00 ns, 12.0106 ms/op
WorkloadActual  38: 32 op, 382466500.00 ns, 11.9521 ms/op
WorkloadActual  39: 32 op, 418786900.00 ns, 13.0871 ms/op
WorkloadActual  40: 32 op, 397585300.00 ns, 12.4245 ms/op
WorkloadActual  41: 32 op, 399510200.00 ns, 12.4847 ms/op
WorkloadActual  42: 32 op, 391572400.00 ns, 12.2366 ms/op
WorkloadActual  43: 32 op, 372558000.00 ns, 11.6424 ms/op
WorkloadActual  44: 32 op, 415478400.00 ns, 12.9837 ms/op
WorkloadActual  45: 32 op, 402591200.00 ns, 12.5810 ms/op
WorkloadActual  46: 32 op, 399209600.00 ns, 12.4753 ms/op
WorkloadActual  47: 32 op, 386098100.00 ns, 12.0656 ms/op
WorkloadActual  48: 32 op, 417667800.00 ns, 13.0521 ms/op
WorkloadActual  49: 32 op, 408427200.00 ns, 12.7634 ms/op
WorkloadActual  50: 32 op, 411932900.00 ns, 12.8729 ms/op
WorkloadActual  51: 32 op, 435793100.00 ns, 13.6185 ms/op
WorkloadActual  52: 32 op, 415830600.00 ns, 12.9947 ms/op
WorkloadActual  53: 32 op, 410697600.00 ns, 12.8343 ms/op
WorkloadActual  54: 32 op, 394760000.00 ns, 12.3362 ms/op
WorkloadActual  55: 32 op, 432797900.00 ns, 13.5249 ms/op
WorkloadActual  56: 32 op, 405872100.00 ns, 12.6835 ms/op
WorkloadActual  57: 32 op, 389474400.00 ns, 12.1711 ms/op
WorkloadActual  58: 32 op, 413374100.00 ns, 12.9179 ms/op
WorkloadActual  59: 32 op, 421174600.00 ns, 13.1617 ms/op
WorkloadActual  60: 32 op, 407120200.00 ns, 12.7225 ms/op
WorkloadActual  61: 32 op, 392907900.00 ns, 12.2784 ms/op
WorkloadActual  62: 32 op, 425367500.00 ns, 13.2927 ms/op
WorkloadActual  63: 32 op, 381772700.00 ns, 11.9304 ms/op
WorkloadActual  64: 32 op, 407619100.00 ns, 12.7381 ms/op
WorkloadActual  65: 32 op, 428261200.00 ns, 13.3832 ms/op
WorkloadActual  66: 32 op, 386356700.00 ns, 12.0736 ms/op
WorkloadActual  67: 32 op, 386431800.00 ns, 12.0760 ms/op
WorkloadActual  68: 32 op, 376040400.00 ns, 11.7513 ms/op
WorkloadActual  69: 32 op, 408442100.00 ns, 12.7638 ms/op
WorkloadActual  70: 32 op, 380382700.00 ns, 11.8870 ms/op
WorkloadActual  71: 32 op, 427477600.00 ns, 13.3587 ms/op
WorkloadActual  72: 32 op, 387681500.00 ns, 12.1150 ms/op
WorkloadActual  73: 32 op, 365433000.00 ns, 11.4198 ms/op
WorkloadActual  74: 32 op, 412439700.00 ns, 12.8887 ms/op
WorkloadActual  75: 32 op, 389405100.00 ns, 12.1689 ms/op

// AfterActualRun
WorkloadResult   1: 32 op, 414399900.00 ns, 12.9500 ms/op
WorkloadResult   2: 32 op, 381886100.00 ns, 11.9339 ms/op
WorkloadResult   3: 32 op, 410286200.00 ns, 12.8214 ms/op
WorkloadResult   4: 32 op, 383288500.00 ns, 11.9778 ms/op
WorkloadResult   5: 32 op, 424042200.00 ns, 13.2513 ms/op
WorkloadResult   6: 32 op, 374221100.00 ns, 11.6944 ms/op
WorkloadResult   7: 32 op, 369445200.00 ns, 11.5452 ms/op
WorkloadResult   8: 32 op, 360610700.00 ns, 11.2691 ms/op
WorkloadResult   9: 32 op, 407281200.00 ns, 12.7275 ms/op
WorkloadResult  10: 32 op, 386584300.00 ns, 12.0808 ms/op
WorkloadResult  11: 32 op, 375765800.00 ns, 11.7427 ms/op
